DIN,Director_Name,CIN,Company_Name,Designation,Date_of_Appointment,Date_of_Cessation,Nationality,Gender,Synthetic_Ring_ID
9733165,Ishaan Agarwal,U82990HR2020PTC100159,Vardhan Distributors Private Limited,Additional Director,14/01/2020,,Indian,Male,
9923118,Praveen Joshi,U46310MH2018PTC100809,Rudra Consultancy Private Limited,Independent Director,18/07/2018,,Indian,Male,
9655128,Gaurav Singh,U64990RJ2021PTC100070,Elite Consultancy Private Limited,Additional Director,26/11/2021,,Indian,Male,RING-11
8339497,Rajesh Pandey,U10610DL2008PTC100444,Sunrise Logistics Private Limited,Managing Director,17/04/2008,,Indian,Male,
9498202,Neha Malhotra,U64990KA2021PTC100935,Infinity Foods Private Limited,Whole-time Director,02/03/2021,,Indian,Female,
8050260,Madhuri Rao,U82990WB2008PTC100787,Rudra Commodities Private Limited,Director,09/09/2008,,Indian,Female,
8749688,Arun Chauhan,U64990PB2016PTC100853,Meridian Pharma Private Limited,Managing Director,16/11/2016,,Indian,Male,
9005943,Yogesh Arora,U64990TN2012PTC100925,Orion Technologies Private Limited,Independent Director,28/09/2012,,Indian,Male,
8466318,Ashok Chopra,U46310HR2017PTC100247,Meridian Overseas Private Limited,Director,14/05/2017,,Indian,Male,
9381710,Alok Tiwari,U41001UP2024PTC100026,Pioneer Traders Private Limited,Director,18/07/2024,,Indian,Male,RING-04
8308789,Nitin Shah,U14101HR2012PTC100551,Horizon Solutions Private Limited,Director,16/05/2012,,Indian,Male,
9304676,Sandeep Malhotra,U64990HR2007PTC100367,Rudra Chemicals Private Limited,Director,21/04/2007,,Indian,Male,
9555419,Ishaan Khanna,U45201WB2015PTC100842,Vikram Developers Private Limited,Independent Director,18/05/2015,,Indian,Male,
8257189,Anil Arora,U62011RJ2023PTC100085,Capital Retail Private Limited,Director,23/07/2023,,Indian,Male,RING-13
9194935,Kiran Tiwari,U46900TN2023PTC100108,Anmol Infra Private Limited,Whole-time Director,25/06/2023,,Indian,Female,RING-16
9392139,Pradeep Iyer,U63990KA2020PLC100664,Vantage Finance Limited,Whole-time Director,12/02/2020,,Indian,Male,
9952307,Lata Sharma,U41001MH2008PTC100739,Aastha Investments Private Limited,Director,13/03/2008,,Indian,Female,
8861488,Ritu Mehta,U74999DL2015PTC100593,Om Overseas Private Limited,Managing Director,12/10/2015,,Indian,Female,
9969078,Geeta Patel,U41001RJ2022PTC100016,Superior Traders Private Limited,Nominee Director,05/01/2023,,Indian,Female,RING-03
8228030,Kavita Chauhan,U46900TG2025PTC100933,Superior Textiles Private Limited,Director,03/10/2025,,Indian,Female,
8758774,Manish Desai,U46900RJ2008PTC100856,National Commodities Private Limited,Director,18/07/2008,,Indian,Male,
9831959,Rohit Yadav,U41001MH2022PTC100277,Bharat Foods Private Limited,Additional Director,24/06/2022,,Indian,Male,
9099967,Sandeep Mehta,U70200UP2006PTC100794,National Foods Private Limited,Additional Director,13/07/2006,,Indian,Male,
9358104,Meena Jain,U62011MH2021PTC100954,Meridian Agro Private Limited,Whole-time Director,16/06/2021,,Indian,Female,
9942892,Girish Singh,U10610TG2016PLC100815,Everest Pharma Limited,Whole-time Director,23/09/2016,,Indian,Male,
8420282,Shobha Saxena,U10610TN2009PLC100414,Lakshmi Retail Limited,Additional Director,07/08/2009,,Indian,Female,
8174369,Rekha Iyer,U63990GJ2020PTC100675,Universal Pharma Private Limited,Managing Director,03/11/2020,,Indian,Female,
9650052,Gaurav Tiwari,U82990TN2020PTC100479,Bharat Distributors Private Limited,Managing Director,01/07/2020,,Indian,Male,
8831223,Manish Rao,U74999RJ2010PTC100737,Elite Trading Private Limited,Director,27/04/2010,,Indian,Male,
9270927,Gaurav Mehta,U68100TG2022PTC100310,Vikram Impex Private Limited,Director,17/12/2022,,Indian,Male,
8279780,Harish Tiwari,U47190TG2018PTC100076,Nova Overseas Private Limited,Director,19/11/2018,,Indian,Male,RING-12
9725312,Anil Khanna,U82990TN2024PTC100388,Nova Trading Private Limited,Whole-time Director,22/05/2024,,Indian,Male,
8611018,Bharat Trivedi,U63990TN2015PTC100186,Continental Foods Private Limited,Director,06/02/2016,,Indian,Male,
8181491,Arun Goyal,U45201TN2005PTC100605,Diamond Merchants Private Limited,Director,15/07/2005,,Indian,Male,
9543320,Sanjay Reddy,U41001PB2015PTC100282,Platinum Systems Private Limited,Managing Director,02/03/2015,,Indian,Male,
8258922,Satish Pandey,U74999UP2014PTC100318,Orion Infra Private Limited,Independent Director,06/07/2014,,Indian,Male,
8813737,Sanjay Kapoor,U41001DL2021PTC100955,Zenith Solutions Private Limited,Managing Director,10/04/2021,,Indian,Male,
8251923,Rajesh Saxena,U10610GJ2017PTC100904,Vishal Chemicals Private Limited,Director,15/09/2017,,Indian,Male,
8202591,Aparna Reddy,U45201MH2009PTC100305,Om Systems Private Limited,Director,01/09/2009,,Indian,Female,
9032845,Ishaan Chopra,U46900KA2014PTC100910,Continental Retail Private Limited,Whole-time Director,22/04/2014,,Indian,Male,
9339228,Rekha Shah,U46310GJ2015PLC100597,Ganesh Solutions Limited,Director,20/11/2015,,Indian,Female,
9615843,Alok Arora,U64990PB2014PTC100167,Shree Exports Private Limited,Independent Director,09/01/2015,,Indian,Male,
9823397,Sanjay Mishra,U62011TG2008PTC100469,Vardhan Services Private Limited,Whole-time Director,11/06/2008,,Indian,Male,
8871755,Mahesh Verma,U41001MH2024PTC100649,Om Traders Private Limited,Whole-time Director,17/02/2025,,Indian,Male,
9402763,Girish Yadav,U68100HR2012PTC100709,Rudra Constructions Private Limited,Whole-time Director,31/12/2012,,Indian,Male,
9829549,Pooja Pandey,U14101TN2019PLC100653,Global Merchants Limited,Additional Director,30/05/2019,,Indian,Female,
8165156,Rekha Chopra,U63990WB2012PTC100346,National Agro Private Limited,Independent Director,10/01/2013,,Indian,Female,
9912885,Harish Verma,U10610HR2011PTC100844,Orion Finance Private Limited,Nominee Director,30/08/2011,,Indian,Male,
9803940,Rekha Rao,U41001UP2017PTC100256,Vantage Consultancy Private Limited,Director,24/05/2017,,Indian,Female,
8910104,Divya Jain,U62011MH2025PTC100046,Anmol Overseas Private Limited,Director,26/05/2025,,Indian,Female,RING-07
9566056,Harish Goyal,U46310TG2019PTC100169,Vinayak Exports Private Limited,Nominee Director,17/07/2019,,Indian,Male,
8117056,Sunil Kapoor,U46900HR2017PLC100980,Apex Logistics Limited,Managing Director,23/09/2017,,Indian,Male,
8033621,Preeti Kumar,U70200WB2010PTC100698,Elite Developers Private Limited,Director,02/10/2010,,Indian,Female,
8456184,Sachin Kumar,U46310KA2019PTC100410,Vaibhav Solutions Private Limited,Director,05/04/2019,,Indian,Male,
9317789,Sunita Jain,U14101UP2022PTC100251,Ganesh Textiles Private Limited,Director,08/01/2023,,Indian,Female,
9215488,Ajay Dubey,U45201MH2017PTC100982,Sunrise Technologies Private Limited,Whole-time Director,25/02/2017,,Indian,Male,
8248410,Dinesh Chopra,U70200MH2018PTC100037,Apex Agro Private Limited,Managing Director,07/01/2019,,Indian,Male,RING-06
8576643,Ashok Verma,U46310PB2018PTC100356,Ashirwad Developers Private Limited,Managing Director,19/11/2018,,Indian,Male,
9971599,Nitin Agarwal,U46900HR2006PTC100859,Om Textiles Private Limited,Director,13/04/2006,,Indian,Male,
8111182,Geeta Bhatia,U45201MH2017PTC100982,Sunrise Technologies Private Limited,Managing Director,27/02/2017,,Indian,Female,
8510354,Sanjay Jain,U47190TG2025PTC100316,Trident Commodities Private Limited,Managing Director,02/06/2025,,Indian,Male,
8054703,Kunal Mehta,U45201RJ2012PTC100205,Apex Distributors Private Limited,Director,05/04/2012,,Indian,Male,
9244277,Vikram Dubey,U74999KA2023PLC100543,Capital Infra Limited,Director,09/07/2023,,Indian,Male,
9306903,Alok Singh,U52290UP2024PTC100563,Vinayak Pharma Private Limited,Managing Director,27/05/2024,,Indian,Male,
9563715,Priya Mehta,U82990WB2019PTC100700,Continental Developers Private Limited,Director,10/12/2019,,Indian,Female,
8458517,Bharat Verma,U62011PB2019PTC100005,Horizon Developers Private Limited,Director,07/04/2019,,Indian,Male,RING-01
9060252,Jyoti Dubey,U82990HR2020PTC100159,Vardhan Distributors Private Limited,Director,30/01/2020,,Indian,Female,
8444193,Sarita Patel,U52290TN2023PTC100111,Anmol Ventures Private Limited,Director,13/06/2023,,Indian,Female,RING-16
8088339,Lata Mehta,U52290DL2006PTC100981,Universal Chemicals Private Limited,Director,15/09/2006,,Indian,Female,
9472503,Girish Chopra,U41001KA2020PTC100455,Sunrise Constructions Private Limited,Independent Director,23/07/2020,,Indian,Male,
8742256,Radha Trivedi,U46310GJ2007PTC100508,Vertex Consultancy Private Limited,Managing Director,30/06/2007,,Indian,Female,
8490330,Ajay Kumar,U10610MH2019PTC100614,Vaibhav Agro Private Limited,Nominee Director,07/01/2020,,Indian,Male,
8082877,Rekha Reddy,U10610MH2005PTC100687,Horizon Retail Private Limited,Director,13/04/2005,,Indian,Female,
8957713,Alok Jain,U74999HR2026PTC100936,Om Distributors Private Limited,Director,26/05/2026,,Indian,Male,
9444706,Alok Pandey,U74999HR2026PTC100936,Om Distributors Private Limited,Director,11/05/2026,,Indian,Male,
9027414,Mukesh Kapoor,U63990PB2020PLC100619,Golden Commodities Limited,Director,29/11/2020,,Indian,Male,
8478077,Sarita Bansal,U82990MH2007PTC100288,Metro Merchants Private Limited,Managing Director,23/08/2007,,Indian,Female,
9390857,Ravi Pandey,U46310MH2026PTC100906,Om Technologies Private Limited,Whole-time Director,05/05/2026,,Indian,Male,
9493938,Girish Mishra,U82990MH2020PTC100673,Continental Infra Private Limited,Whole-time Director,05/10/2020,,Indian,Male,
9569368,Alok Chopra,U82990WB2014PLC100972,Platinum Logistics Limited,Director,18/01/2015,,Indian,Male,
9969900,Bharat Gupta,U82990DL2007PTC100967,Falcon Trading Private Limited,Director,31/07/2007,,Indian,Male,
8635811,Meena Chopra,U47190HR2017PTC100287,Rudra Technologies Private Limited,Whole-time Director,12/03/2017,,Indian,Female,
8128103,Ramesh Singh,U62011DL2026PTC100725,Horizon Distributors Private Limited,Director,12/03/2026,,Indian,Male,
9167271,Pradeep Kapoor,U45201UP2010PTC100357,Universal Exports Private Limited,Independent Director,24/11/2010,,Indian,Male,
8901767,Seema Trivedi,U41001UP2014PTC100641,Prime Trading Private Limited,Director,11/10/2014,,Indian,Female,
9049126,Nitin Singh,U64990KA2023PTC100064,Sunrise Merchants Private Limited,Independent Director,30/08/2023,,Indian,Male,RING-10
9871651,Dinesh Singh,U74999RJ2018PTC100377,Prime Retail Private Limited,Whole-time Director,05/03/2018,,Indian,Male,
9098499,Swati Shah,U82990HR2018PLC100204,Elite Solutions Limited,Director,17/10/2018,,Indian,Female,
9452841,Deepak Chauhan,U62011GJ2020PTC100100,Anmol Commodities Private Limited,Managing Director,13/01/2021,,Indian,Male,RING-15
9687893,Nitin Trivedi,U68100GJ2014PTC100769,Sai Commodities Private Limited,Director,16/10/2014,,Indian,Male,
8670952,Anil Joshi,U47190DL2021PTC100132,Global Traders Private Limited,Director,30/03/2021,,Indian,Male,
8017936,Kunal Malhotra,U64990KA2009PTC100973,Om Services Private Limited,Whole-time Director,08/02/2010,,Indian,Male,
8870479,Usha Arora,U46900WB2015PTC100442,Sai Foods Private Limited,Nominee Director,21/08/2015,,Indian,Female,
9164290,Sunil Tiwari,U14101GJ2008PTC100213,Krishna Investments Private Limited,Independent Director,17/07/2008,,Indian,Male,
9975155,Nitin Verma,U10610PB2022PTC100574,National Merchants Private Limited,Director,16/12/2022,,Indian,Male,
8198323,Vandana Tiwari,U70200KA2016PTC100432,Bharat Textiles Private Limited,Whole-time Director,12/06/2016,,Indian,Female,
9167271,Pradeep Kapoor,U47190PB2007PTC100321,Diamond Pharma Private Limited,Director,15/08/2007,,Indian,Male,
9954168,Arun Nair,U70200WB2020PTC100939,Rudra Distributors Private Limited,Director,31/07/2020,,Indian,Male,
9085785,Anil Kumar,U52290TN2016PTC100180,Metro Enterprises Private Limited,Director,01/07/2016,,Indian,Male,
8077892,Ramesh Gupta,U14101TN2013PLC100837,Pioneer Impex Limited,Managing Director,10/07/2013,,Indian,Male,
8820118,Vinod Goyal,U41001WB2022PLC100319,Vishal Enterprises Limited,Managing Director,08/06/2022,,Indian,Male,
8007069,Amit Mishra,U82990WB2011PTC100530,Meridian Textiles Private Limited,Additional Director,23/03/2011,,Indian,Male,
9898288,Ramesh Joshi,U46310HR2023PTC100513,Meridian Impex Private Limited,Director,12/10/2023,,Indian,Male,
9869278,Shalini Goyal,U46310UP2006PTC100828,Vaibhav Retail Private Limited,Managing Director,03/08/2006,,Indian,Female,
8674932,Radha Chopra,U82990TN2020PTC100479,Bharat Distributors Private Limited,Director,17/06/2020,,Indian,Female,
9813984,Bharat Rao,U10610HR2021PTC100804,Vertex Developers Private Limited,Independent Director,28/05/2021,,Indian,Male,
8702667,Pradeep Saxena,U41001DL2025PTC100768,Vishwa Distributors Private Limited,Director,20/08/2025,,Indian,Male,
8580176,Manish Patel,U52290WB2023PTC100215,Apex Systems Private Limited,Managing Director,15/07/2023,,Indian,Male,
9829541,Sunil Mehta,U46310KA2018PLC100770,Global Solutions Limited,Nominee Director,19/03/2018,,Indian,Male,
9948461,Sandeep Malhotra,U10610RJ2019PLC100010,Vantage Distributors Limited,Whole-time Director,05/10/2019,,Indian,Male,RING-02
9856651,Aparna Tiwari,U10610DL2026PLC100141,Anmol Trading Limited,Director,26/05/2026,,Indian,Female,
9587819,Ishaan Nair,U62011MH2021PTC100954,Meridian Agro Private Limited,Independent Director,02/06/2021,,Indian,Male,
9598562,Ramesh Chauhan,U45201TG2006PTC100544,Krishna Distributors Private Limited,Nominee Director,22/12/2006,,Indian,Male,
8824928,Praveen Sharma,U63990GJ2016PLC100558,Radiant Realty Limited,Whole-time Director,25/08/2016,,Indian,Male,
8076544,Ramesh Saxena,U62011TN2024PTC100703,Royal Finance Private Limited,Additional Director,14/11/2024,,Indian,Male,
9205107,Rahul Pandey,U47190GJ2006PTC100228,Rudra Textiles Private Limited,Additional Director,04/10/2006,,Indian,Male,
9336338,Rekha Agarwal,U82990MH2013PTC100134,Bharat Trading Private Limited,Additional Director,08/08/2013,,Indian,Female,
8377566,Mahesh Verma,U46310MH2012PTC100175,Aastha Realty Private Limited,Nominee Director,16/06/2012,,Indian,Male,
9988276,Payal Trivedi,U10610RJ2009PTC100194,Pioneer Constructions Private Limited,Managing Director,23/05/2009,,Indian,Female,
9595230,Girish Jain,U62011RJ2023PTC100085,Capital Retail Private Limited,Director,27/07/2023,,Indian,Male,RING-13
8630011,Rekha Agarwal,U64990DL2017PTC100384,Meridian Realty Private Limited,Nominee Director,28/05/2017,,Indian,Female,
8871437,Rajesh Mishra,U62011HR2015PTC100523,Ashirwad Technologies Private Limited,Independent Director,14/05/2015,,Indian,Male,
8548806,Vivek Arora,U47190TN2025PTC100985,Platinum Developers Private Limited,Whole-time Director,07/04/2025,,Indian,Male,
9075089,Satish Shah,U46310DL2010PTC100430,Vaibhav Investments Private Limited,Director,05/04/2010,,Indian,Male,
8632241,Vikram Shah,U63990TG2019PTC100405,Ganesh Distributors Private Limited,Nominee Director,19/02/2019,,Indian,Male,
8012539,Kavita Nair,U14101UP2010PTC100765,Sunrise Retail Private Limited,Whole-time Director,11/12/2010,,Indian,Female,
8240703,Ashok Bansal,U70200MH2018PTC100038,Apex Consultancy Private Limited,Managing Director,25/12/2018,,Indian,Male,RING-06
8029847,Anil Tiwari,U62011HR2024PTC100428,Prime Impex Private Limited,Additional Director,25/05/2024,,Indian,Male,
8111088,Nitin Patel,U68100GJ2012PTC100456,Falcon Investments Private Limited,Whole-time Director,28/10/2012,,Indian,Male,
8954171,Ashok Chauhan,U45201PB2015PTC100466,Sai Investments Private Limited,Director,03/11/2015,,Indian,Male,
8306601,Kunal Yadav,U63990UP2008PTC100893,Prime Ventures Private Limited,Additional Director,08/02/2008,,Indian,Male,
9945494,Sachin Dubey,U68100UP2009PTC100556,Continental Chemicals Private Limited,Whole-time Director,03/12/2009,,Indian,Male,
8791454,Anil Mehta,U74999WB2010PTC100290,Nova Realty Private Limited,Whole-time Director,26/05/2010,,Indian,Male,
8136229,Naresh Kumar,U63990HR2024PTC100473,Bharat Pharma Private Limited,Nominee Director,18/04/2024,,Indian,Male,
9587183,Manish Reddy,U10610MH2007PTC100423,Infinity Infra Private Limited,Managing Director,26/06/2007,,Indian,Male,
9466673,Sunil Singh,U74999MH2013PTC100622,Vantage Logistics Private Limited,Managing Director,10/05/2013,,Indian,Male,
8597346,Sunil Iyer,U46900WB2024PTC100723,Suvidha Services Private Limited,Whole-time Director,09/04/2024,,Indian,Male,
8137745,Ishaan Mishra,U47190TN2023PTC100061,Emerald Logistics Private Limited,Director,19/01/2023,,Indian,Male,RING-09
9559409,Sunil Saxena,U62011TG2008PTC100469,Vardhan Services Private Limited,Managing Director,08/06/2008,,Indian,Male,
9245130,Alok Dubey,U41001MH2021PTC100096,Lakshmi Merchants Private Limited,Director,08/10/2021,,Indian,Male,RING-14
8683833,Amit Mehta,U62011UP2022PTC101000,Vantage Technologies Private Limited,Additional Director,12/02/2022,,Indian,Male,
9019067,Yogesh Malhotra,U47190PB2010PLC100331,Metro Technologies Limited,Nominee Director,25/12/2010,,Indian,Male,
8775258,Girish Gupta,U10610DL2008PTC100241,Continental Agro Private Limited,Nominee Director,01/10/2008,,Indian,Male,
9973081,Rohit Bansal,U14101TN2009PTC100627,Diamond Logistics Private Limited,Independent Director,23/07/2009,,Indian,Male,
8014104,Anil Yadav,U74999UP2017PTC100293,Vaibhav Foods Private Limited,Director,10/10/2017,,Indian,Male,
8819555,Anil Agarwal,U47190DL2021PTC100517,Global Consultancy Private Limited,Director,12/05/2021,,Indian,Male,
9187549,Gaurav Verma,U14101HR2012PTC100551,Horizon Solutions Private Limited,Director,27/05/2012,,Indian,Male,
9108406,Priya Kumar,U68100GJ2020PTC100378,Sai Ventures Private Limited,Additional Director,25/09/2020,,Indian,Female,
9736672,Yogesh Dubey,U46310MH2010PLC100536,Vaibhav Impex Limited,Director,07/04/2010,,Indian,Male,
8829043,Vikram Malhotra,U47190TG2016PTC100200,Diamond Systems Private Limited,Whole-time Director,17/05/2016,,Indian,Male,
9394041,Praveen Rao,U45201KA2016PLC100697,Diamond Industries Limited,Director,23/10/2016,,Indian,Male,
9451980,Ashok Bansal,U10610MH2019PTC100232,Prime Exports Private Limited,Director,11/04/2019,,Indian,Male,
9955060,Payal Rao,U64990DL2019PTC100487,Global Enterprises Private Limited,Director,04/07/2019,,Indian,Female,
8019888,Dinesh Yadav,U14101TG2024PLC100932,Everest Realty Limited,Nominee Director,26/06/2024,,Indian,Male,
9396261,Ramesh Singh,U70200KA2008PTC100478,Global Trading Private Limited,Whole-time Director,31/05/2008,,Indian,Male,
8680655,Girish Kapoor,U47190TN2017PTC100336,Horizon Agro Private Limited,Director,07/06/2017,,Indian,Male,
8906990,Sunil Iyer,U14101UP2010PTC100765,Sunrise Retail Private Limited,Whole-time Director,09/01/2011,,Indian,Male,
8609197,Sunita Patel,U52290RJ2012PTC100211,Universal Retail Private Limited,Whole-time Director,10/07/2012,,Indian,Female,
9828044,Geeta Joshi,U52290RJ2008PTC100264,Krishna Developers Private Limited,Director,02/11/2008,,Indian,Female,
9536138,Alok Desai,U46900RJ2010PTC100835,Superior Agro Private Limited,Director,14/05/2010,,Indian,Male,
9429862,Rohit Bhatia,U63990WB2012PTC100716,Ashirwad Realty Private Limited,Managing Director,01/12/2012,,Indian,Male,
9597359,Sachin Jain,U46310DL2010PTC100430,Vaibhav Investments Private Limited,Whole-time Director,05/04/2010,,Indian,Male,
9244937,Anita Nair,U46900TN2018PTC100874,Sunrise Industries Private Limited,Director,01/02/2019,,Indian,Female,
8534180,Shalini Reddy,U14101PB2024PTC100490,Platinum Consultancy Private Limited,Managing Director,21/05/2024,,Indian,Female,
8306601,Kunal Yadav,U68100HR2009PTC100332,Vertex Commodities Private Limited,Director,08/07/2009,,Indian,Male,
9984541,Sandeep Singh,U74999MH2026PTC100938,Radiant Retail Private Limited,Director,24/05/2026,,Indian,Male,
9307069,Sanjay Tiwari,U62011MH2025PTC100047,Anmol Enterprises Private Limited,Whole-time Director,22/05/2025,,Indian,Male,RING-07
8946418,Suresh Goyal,U46310KA2012PTC100640,Aastha Pharma Private Limited,Independent Director,21/02/2012,,Indian,Male,
8121015,Yogesh Malhotra,U47190WB2018PTC100311,Elite Technologies Private Limited,Whole-time Director,22/04/2018,,Indian,Male,
8677629,Bharat Saxena,U70200DL2010PTC100924,Capital Finance Private Limited,Managing Director,14/03/2010,,Indian,Male,
9919407,Neha Desai,U47190GJ2012PTC100462,Golden Traders Private Limited,Whole-time Director,03/05/2012,,Indian,Female,
9174433,Usha Tiwari,U74999TG2025PTC100699,Prime Consultancy Private Limited,Director,21/08/2025,,Indian,Female,
9692989,Ashok Desai,U41001GJ2024PTC100782,Skyline Infra Private Limited,Director,27/05/2024,,Indian,Male,
9554078,Preeti Sharma,U68100GJ2017PLC100348,Suvidha Impex Limited,Managing Director,14/10/2017,,Indian,Female,
8156926,Ravi Tiwari,U41001MH2025PTC100048,Anmol Traders Private Limited,Director,27/05/2025,,Indian,Male,RING-07
9870672,Vivek Iyer,U41001TN2015PTC100274,Vaibhav Distributors Private Limited,Director,01/12/2015,,Indian,Male,
9882841,Rahul Kumar,U14101HR2005PTC100913,Diamond Infra Private Limited,Director,27/06/2005,,Indian,Male,
9452946,Gaurav Chopra,U14101MH2012PTC100987,Shree Pharma Private Limited,Whole-time Director,15/12/2012,,Indian,Male,
9921007,Anil Tiwari,U46900HR2017PLC100980,Apex Logistics Limited,Managing Director,18/08/2017,,Indian,Male,
8085546,Girish Dubey,U63990DL2019PLC100265,Falcon Overseas Limited,Whole-time Director,23/04/2019,,Indian,Male,
9353826,Manish Rao,U70200TN2022PTC100147,Superior Trading Private Limited,Director,30/10/2022,,Indian,Male,
9447643,Vinod Joshi,U14101GJ2020PLC100105,Anmol Distributors Limited,Director,02/01/2021,,Indian,Male,RING-15
9802421,Anita Singh,U41001TN2015PTC100274,Vaibhav Distributors Private Limited,Managing Director,07/11/2015,,Indian,Female,
9639527,Suresh Arora,U52290UP2013PLC100922,Vantage Textiles Limited,Managing Director,25/07/2013,,Indian,Male,
8515718,Vishal Chopra,U64990TN2022PTC100395,Continental Services Private Limited,Additional Director,17/11/2022,,Indian,Male,
9669277,Rajesh Bhatia,U47190MH2011PTC100345,Superior Investments Private Limited,Director,20/02/2011,,Indian,Male,
8219225,Mukesh Mishra,U47190TN2010PTC100364,Sunrise Systems Private Limited,Director,07/03/2010,,Indian,Male,
9969078,Geeta Patel,U62011RJ2022PTC100020,Superior Realty Private Limited,Nominee Director,13/12/2022,,Indian,Female,RING-03
9081231,Harish Reddy,U63990UP2008PTC100584,Zenith Realty Private Limited,Director,09/01/2009,,Indian,Male,
8656954,Nitin Chauhan,U45201UP2020PTC100372,Everest Ventures Private Limited,Whole-time Director,01/04/2020,,Indian,Male,
8815874,Girish Sharma,U10610TG2015PTC100421,Aastha Impex Private Limited,Director,30/06/2015,,Indian,Male,
8753758,Sanjay Iyer,U52290PB2020PTC100369,Lakshmi Technologies Private Limited,Managing Director,14/07/2020,,Indian,Male,
9182043,Alok Reddy,U62011UP2010PTC100324,Emerald Industries Private Limited,Managing Director,13/11/2010,,Indian,Male,
9707972,Swati Verma,U14101UP2024PTC100520,Horizon Consultancy Private Limited,Managing Director,10/02/2025,,Indian,Female,
9937158,Deepak Goyal,U70200MH2022PTC100480,Elite Systems Private Limited,Nominee Director,31/05/2022,,Indian,Male,
9477594,Arun Goyal,U74999PB2019PTC100002,Horizon Exports Private Limited,Managing Director,26/03/2019,,Indian,Male,RING-01
9686608,Pooja Mishra,U62011RJ2020PTC100949,Krishna Retail Private Limited,Managing Director,07/05/2020,,Indian,Female,
9730629,Deepak Reddy,U62011MH2020PTC100426,Shree Distributors Private Limited,Director,06/04/2020,,Indian,Male,
9804110,Rajesh Nair,U64990TN2017PTC100685,Platinum Exports Private Limited,Director,14/02/2018,,Indian,Male,
8987062,Ishaan Pandey,U14101MH2012PTC100987,Shree Pharma Private Limited,Director,17/11/2012,,Indian,Male,
8643419,Alok Saxena,U70200GJ2020PTC100102,Anmol Realty Private Limited,Nominee Director,18/01/2021,,Indian,Male,RING-15
8618004,Naresh Chauhan,U74999TG2005PLC100991,Radiant Commodities Limited,Director,28/03/2005,,Indian,Male,
8209834,Sunil Tiwari,U82990TN2006PLC100254,Ganesh Industries Limited,Director,12/07/2006,,Indian,Male,
9614738,Gaurav Chauhan,U52290TG2014PTC100181,Vardhan Trading Private Limited,Managing Director,12/03/2014,,Indian,Male,
9362372,Deepak Jain,U62011MH2020PTC100426,Shree Distributors Private Limited,Director,04/05/2020,,Indian,Male,
8614379,Swati Trivedi,U47190GJ2018PTC100460,Aastha Retail Private Limited,Director,06/05/2018,,Indian,Female,
9456360,Ajay Sharma,U74999WB2016PLC100990,Vaibhav Enterprises Limited,Whole-time Director,24/08/2016,,Indian,Male,
9969160,Rohit Sharma,U45201TN2025PTC100351,Golden Merchants Private Limited,Additional Director,03/02/2025,,Indian,Male,
8667599,Dinesh Singh,U46900DL2009PLC100284,Om Finance Limited,Nominee Director,25/03/2009,,Indian,Male,
9200915,Sandeep Reddy,U10610GJ2006PTC100738,Vardhan Investments Private Limited,Additional Director,17/11/2006,,Indian,Male,
8206792,Alok Chopra,U46310TG2013PTC100119,Orion Enterprises Private Limited,Managing Director,25/01/2013,,Indian,Male,
8996154,Vijay Bansal,U45201KA2023PTC100582,Lakshmi Chemicals Private Limited,Director,18/03/2023,,Indian,Male,
8813955,Mahesh Arora,U14101UP2006PTC100882,Vertex Realty Private Limited,Nominee Director,21/09/2006,,Indian,Male,
8064719,Meena Goyal,U41001PB2011PTC100123,Golden Constructions Private Limited,Additional Director,05/07/2011,,Indian,Female,
8137745,Ishaan Mishra,U47190TN2022PTC100060,Emerald Impex Private Limited,Director,14/02/2023,,Indian,Male,RING-09
9865267,Harish Bhatia,U46310MH2010PTC100489,Falcon Retail Private Limited,Nominee Director,02/04/2010,,Indian,Male,
8528863,Rahul Chauhan,U47190DL2021PTC100517,Global Consultancy Private Limited,Additional Director,26/03/2021,,Indian,Male,
9577639,Sunil Chopra,U47190MH2006PTC100238,Vantage Commodities Private Limited,Director,11/04/2006,,Indian,Male,
8398146,Ravi Reddy,U10610MH2019PTC100741,Sunrise Agro Private Limited,Additional Director,23/05/2019,,Indian,Male,
9452118,Manoj Shah,U47190HR2019PTC100726,Ashirwad Impex Private Limited,Additional Director,12/06/2019,,Indian,Male,
9282781,Payal Sharma,U74999RJ2022PTC100021,Superior Logistics Private Limited,Whole-time Director,12/01/2023,,Indian,Female,RING-03
8856746,Radha Chopra,U46310MH2024PTC100879,Aastha Agro Private Limited,Managing Director,10/01/2025,,Indian,Female,
8750962,Suresh Rao,U68100PB2008PLC100304,Vertex Retail Limited,Whole-time Director,18/03/2008,,Indian,Male,
9775362,Ravi Desai,U82990WB2008PTC100787,Rudra Commodities Private Limited,Managing Director,12/10/2008,,Indian,Male,
9831959,Rohit Yadav,U45201UP2006PTC100350,Krishna Finance Private Limited,Director,21/07/2006,,Indian,Male,
9603502,Sanjay Reddy,U46900GJ2023PTC100586,Shree Constructions Private Limited,Director,19/04/2023,,Indian,Male,
8758078,Bharat Singh,U14101TN2005PTC100476,Continental Distributors Private Limited,Director,27/03/2005,,Indian,Male,
8152232,Naresh Bhatia,U68100GJ2015PTC100497,Capital Infra Private Limited,Director,12/11/2015,,Indian,Male,
8404677,Vishal Yadav,U63990HR2013PTC100193,Trident Retail Private Limited,Whole-time Director,01/06/2013,,Indian,Male,
